sample_id,state,measurement_col,phi,matrix_tc,fluid_tc,model,observed_tc,predicted_tc,error,abs_error,abs_pct_error
113619,dry,TC air,0.08326069547301873,2.98,0.025,"Modified Maxwell (Eucken, 1940)",2.252275,2.6269999046002477,0.37472490460024765,0.37472490460024765,16.63761772431198
113619,dry,TC air,0.08326069547301873,2.98,0.025,Ribaud (1937),2.252275,2.4165558925520303,0.16428089255203027,0.16428089255203027,7.293997959930748
113619,dry,TC air,0.08326069547301873,2.98,0.025,Mendel (1997),2.252275,2.612488542222629,0.3602135422226289,0.3602135422226289,15.993319742155329
113619,dry,TC air,0.08326069547301873,2.98,0.025,Sidorov (1979),2.252275,0.274871888821493,-1.977403111178507,1.977403111178507,87.79581139863059
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Lichtenecker (geometric mean),2.5288521096787857,2.2959318638911643,-0.23292024578762138,0.23292024578762138,9.210512741973151
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Roy-Adler,2.5288521096787857,2.600341612480852,0.07148950280206634,0.07148950280206634,2.8269546696088494
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Krupiczka,2.5288521096787857,3.1695810226505716,0.6407289129717859,0.6407289129717859,25.336749053829454
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Zimmerman (1989; spherical pores),2.5288521096787857,2.6447224546169825,0.11587034493819681,0.11587034493819681,4.581934407896816
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Zimmerman (1989; thin cracks),2.5288521096787857,1.754369738002877,-0.7744823716759086,0.7744823716759086,30.625846751247277
113619,oil,TC oil,0.08326069547301873,2.98,0.13,Zimmerman (1989; needle-like pores),2.5288521096787857,2.6162402722605043,0.08738816258171855,0.08738816258171855,3.455645438784421
113619,oil,TC oil,0.08326069547301873,2.98,0.13,"Modified Maxwell (Eucken, 1940)",2.5288521096787857,2.6447224546169825,0.11587034493819681,0.11587034493819681,4.581934407896816
113619,brine_avg,TC 60,0.08326069547301873,2.98,0.6,Lichtenecker (geometric mean),2.82315,2.607722696580351,-0.215427303419649,0.215427303419649,7.630742377119494
