state,phi_total,phi_mc_abs,phi_pore,lambda_basic,lambda_dual,delta_lambda_abs,delta_lambda_pct,alpha_basic,alpha_pore,alpha_mc
oil,0.21589999999999998,0.0025,0.21339999999999998,3.5424413499800793,3.103537924990942,-0.4389034249891375,-12.389857209396158,0.5,0.5,0.0001
oil,0.2188,0.0025,0.2163,3.524970413179888,3.0887908379422138,-0.43617957523767403,-12.373992519392381,0.5,0.5,0.0001
oil,0.2217,0.0025,0.2192,3.5075492515169784,3.0740805400134708,-0.43346871150350763,-12.358164644902333,0.5,0.5,0.0001
oil,0.2246,0.0025,0.2221,3.490177652578014,3.0594068937111256,-0.4307707588668883,-12.34237341897769,0.5,0.5,0.0001
oil,0.22749999999999998,0.0025,0.22499999999999998,3.4728554051565617,3.0447697622258874,-0.4280856429306743,-12.326618675083468,0.5,0.5,0.0001
oil,0.2304,0.0025,0.2279,3.4555822992445306,3.0301690094285085,-0.4254132898160221,-12.310900247087943,0.5,0.5,0.0001
oil,0.2333,0.0025,0.2308,3.438358126023688,3.015604499865563,-0.42275362615812506,-12.295217969252706,0.5,0.5,0.0001
oil,0.2362,0.0025,0.2337,3.421182677857242,3.001076098755262,-0.4201065791019798,-12.27957167622225,0.5,0.5,0.0001
oil,0.23909999999999998,0.0025,0.23659999999999998,3.4040557482815004,2.9865836719832926,-0.4174720762982078,-12.263961203013903,0.5,0.5,0.0001
oil,0.242,0.0025,0.2395,3.3869771319975954,2.97212708609869,-0.4148500458989055,-12.248386385007338,0.5,0.5,0.0001
oil,0.2449,0.0025,0.2424,3.3699466248632817,2.9577062083097454,-0.41224041655353627,-12.232847057934066,0.5,0.5,0.0001
oil,0.2478,0.0025,0.2453,3.352964023884802,2.9433209064799377,-0.4096431174048645,-12.217343057866898,0.5,0.5,0.0001
oil,0.2507,0.0025,0.24819999999999998,3.3360291272088225,2.9289710491238976,-0.4070580780849249,-12.20187422120924,0.5,0.5,0.0001
oil,0.2536,0.0025,0.2511,3.3191417341144347,2.9146565054034004,-0.4044852287110343,-12.186440384684364,0.5,0.5,0.0001
oil,0.2565,0.0025,0.254,3.302301645005228,2.9003771451233944,-0.40192449988183343,-12.17104138532436,0.5,0.5,0.0001
oil,0.25939999999999996,0.0025,0.25689999999999996,3.285508661401419,2.886132838728046,-0.399375822673373,-12.155677060459219,0.5,0.5,0.0001
oil,0.2623,0.0025,0.2598,3.2687625859320635,2.871923457296828,-0.3968391286352353,-12.14034724770565,0.5,0.5,0.0001
oil,0.2652,0.0025,0.2627,3.252063222327314,2.857748872540627,-0.3943143497866872,-12.12505178495574,0.5,0.5,0.0001
oil,0.2681,0.0025,0.2656,3.2354103754107606,2.8436089567978855,-0.3918014186128751,-12.109790510365562,0.5,0.5,0.0001
